"BookID","Title","Copyright","Edition","Printing","PurchaseDate","PurchasePrice","PurchasedFrom","PublishedAt","Publisher","Condition","Description","Comments","Wanted","AccessionNumber"
1648,"The Mount Wilson Observatory",2004,1,,08/31/2017 0:00:00,$139.00,299,"Cambridge",54,"Fine","9 1/8"" x 6 1/4"", xiii, 647 pp, pictorial covers, no DJ as issued","Volume 1 of the Centennial History of the Carnegie Institution of Washington",0,524
1649,"The Department of Terrestrial Magnetism",2004,1,1,09/05/2017 0:00:00,$32.97,291,"Cambridge",54,"Fine","6 1/4"" x 9 1/4"", xviii,295 pp, printed boards, no dust jacket as issued.","volume 2 of 'Centennial History of the Carnegie Institution of Washington'",0,525
1650,"Earth, Radio and the Stars",1934,1,4,09/05/2017 0:00:00,$17.14,300,"New York",33,"Very Good","6 1/4"" x 5 3/4"", xvii, 336 pp, dark blue cloth with gold stamped spine,","Signature on front end paper of ""R. Taylor Curacao 26-11-45""",0,526
1651,"Astronomical Applications of Astrometry",2009,1,1,11/06/2017 0:00:00,$32.83,128,"Cambidge UK",54,"Fine","9 7/8"" x 7 1/2"", xxi, 670 pp, pictorial boards, no dust jacket issued",,0,527
1652,"The Autobiography of Robert A. Millikan",1950,1,1,11/18/2017 0:00:00,$6.50,254,"New York",73,"Very Good","9 1/8"" x 6 1/2"", xiv, 311 pp, black cloth with gold stamped spine and cover, with chipped dust jacket",,0,528
1653,"Making Your Own Telescope",1947,1,4,11/18/2017 0:00:00,$6.00,254,"Cambridge MA",64,"Very Good","8 3/4"" x 5 3/4"",xi, 211 pp, brown coth, gold stamped spine and cover, shelf wear on spine","Name and address of C. F. Skniyska, jr. on inside front cover",0,529
1654,"Astronomical Spectroscopy",1961,1,,11/18/2017 0:00:00,$5.00,254,"New York",82,"Very Good","8 1/4"" x 5 3/4"", 256pp, blue cloth with silver stamped spine, with dust jacket","Owners name on front free end paper, ""John Romanko"". Vlume two of ""A Survey of Astronomy""",0,530
1655,"Astronomy Data Book",1979,2,1,11/18/2017 0:00:00,$7.50,254,"New York",106,"Very Good","9"" x 6"", 272 pp, black cloth, missing dust jacket",,0,531
1657,"Photography in Astronomy",1950,1,,11/18/2017 0:00:00,$4.50,254,"Rochester",303,"Very Good","8 3/4"" x 6"", 112 pp, blue colth gold stamped spine and cover, faded, some foxing on end papers",,0,532
1658,"How to Make a Telescope",1957,1,,11/18/2017 0:00:00,$4.00,254,"New York",146,"Very Good","10 1/4"" x 6 1/2"", xiii, 191 pp, Blue cloth with silver stamped cover and spine","Translated from the French",0,533
1659,"Atoms, Stars and Nebulae",1943,1,2,12/08/2017 0:00:00,$20.00,306,"Philadelphia",66,,"8.5 x 5.75 in, vi, 323 (3)pp,  150 figures, 16 tables, Orig. cloth w/dj","Book 6 or 9 in Harvard Books on Astronomy, pages are sticking together, some mold on top edge.",0,534
1662,"Variable Stars and Galactic Structure",1954,1,1,12/13/2017 0:00:00,$41.00,304,"London",307,"Very Good","10"" x 6 1/2"", xii, 116 pp, green colth with gold stamped spine, with dust jacket in Very Good",,0,535
1663,"Stars and Clusters",1979,1,,12/13/2017 0:00:00,$8.98,305,"Cambridge MA",84,"Fine","9 1/2"" x 7 3/3"", (x), 262 pp, light blue cloth, silver stamped spine, with DJ in Very Good","part of the second series Harvard Books in Astronomy",0,536
1664,"Carl Sagan",1999,1,1,01/20/2018 0:00:00,$4.00,309,"New York",308,"Fine","9 3/4"" x 6 1/2"", xvii, 473 pp, half bound in blue cloth with blue paper, pictorial dust jacket in Fine",,0,537
1665,"Robotic Observatories",1989,1,,01/20/2018 0:00:00,$4.00,309,"Mesa AZ",310,"Fine","9 1/8"" x 6 1/4"", xiii, 292 pp, printed glossy boards, no dust jacket as issued",,0,538
1666,"New Generation Small Telescopes",1987,1,,01/20/2018 0:00:00,$4.00,309,"Mesa AX",207,"Fine","8 1/2"" x 5 1/2"", vi, 443 pp, pinted paper covers",,0,539
1667,"The Telescope on the Ice",2017,1,1,01/20/2018 0:00:00,$27.99,233,"New York",89,"Fine","9 1/2"" x 6 1/2"", viii,424 pp, blue cloth, with printed dust jacket",,0,540
1668,"Le Stelle in formazione",1958,1,,01/25/2018 0:00:00,$27.72,311,"Milan",312,"Very Good","8 3/4"" x 5 3/4', 169pp, blue cloth, silver bind stamped spine, with dust jacket in Very Good","1st Italian edition of 'Stars in the Making', Harvard, 1952",0,541
1669,"Organizations and Strategies in Astronomy II",2001,1,1,03/15/2018 0:00:00,$20.00,293,"Dordrecht",19,"Fine","9 3/4"" x 6 1/2"", ix, 280 pp, orange printed board, no dust jacket","Astrophysics and Space Science Library Nr. 266",0,542
1670,"Organizations and Strategies in Astronomy III",2002,1,1,03/15/2018 0:00:00,$20.00,293,"Dordrecht",19,"Fine","9 3/4"" x 6 1/2"", ix, 234 pp, yellow pictorial boards","Astrophysics and Space Science Library Nr.280",0,543
1671,"Solar Journey: The Significance of our Galactic Environment for the Heliosphere and earth",2006,1,1,03/15/2018 0:00:00,$20.00,293,"Dordrecht",42,"Fine","9 3/4"" x 6 1/2"", xxv, 405 pp, printed boards","Astrophysics and Space Science Library Nr. 338",0,544
1672,"The Interstellar Medium in Galaxies",1997,1,,03/15/2018 0:00:00,$20.00,293,"Dordrecht",19,"Very Good","9 3/4"" x 6 1/2"", x, 212 pp, printed boards","Astrophysics and Space Science Library Nr. 219, Ownership mark of ""W. B. Burton | 15 Oct, 1997 | Leiden"" on FFP",0,545
1673,"Magnetic Fields of Galaxies",1988,1,,03/15/2018 0:00:00,$20.00,293,"Dordrecht",19,"Very Good","9 3/4"" x 6 1/2"", viii, 313 pp, printed boards","Astrophysics and Space Science Library Nr.133",0,546
1674,"Remembering Edith Alice Muller",1998,1,,03/15/2018 0:00:00,$20.00,293,"Dordrecht",19,"Very Good","9 3/4"" x 6 1/2"", 147 pp, printed boards","Astrophysics and Space Science Library Nr. 222",0,547
1675,"Visual Double Stars: Formation, Dynamics and Evolutionary Tracks",1997,1,,03/15/2018 0:00:00,$20.00,293,"Dordrecht",19,"Very Good","9 3/4"" x 6 1/2"", xxvi, 508 pp, printed boards","Astronomy and Space Science Library Nr. 223. Ownership mark of ""W. B. Burton | Dec 1, 1997 | Leiden"" on FFP",0,548
1676,"The Mechanic of the Moon",1906,,,03/15/2018 0:00:00,$20.00,293,"Lucerne",313,"Very Good","6 3/4"" x 4 1/2"", 74 pp, bluth cloth with gold stamped image of the moon on the cover","Inscription on front free endpaper ""Dedication to the Butler Collage Observatory Groington (sp?)  | the author""",0,549
1677,"An Astronomical Glossary",1935,,,03/15/2018 0:00:00,$20.00,293,"Cairo",316,"Very Good","8 1/4"" x 5 3/4"", pp, green cloth","an Arabic glossary to english astronomical terms. Inscription on title page ""To my dear, nobel, true uncle | Amin"". Books plate on inside rear cover of ""Noble Suydam Rustum Malut""",0,550
1678,"Star-Land; Being talks with young people about the wonders of the Heavens",1896,1,10,03/15/2018 0:00:00,$20.00,293,"London",314,"Very Good","7 1/2"" x 5 1/4"", xii, 376 pp, calf with decorative gold stamp, marbled edges and end papers,","apparently bound especially for Sherborn School",0,551
1679,"Sternbuchlein: 1928",1928,,,03/15/2018 0:00:00,$20.00,293,"Stuttgart",315,"Very Good","7 3/4"" x 5 1/4"", 84 pp, printed paper covers","an ephmeris of the heavens for 1928",0,552
1680,"Der Planet Jupiter",1892,,,03/15/2018 0:00:00,$20.00,293,"Koln",318,"Good","9"" x 6"",  105 pp, paper covers missing","signature sewing still strong",0,553
1681,"John Couch Adams and the discovery of Neptune",1947,,,03/15/2018 0:00:00,$20.00,293,"Cambridge",54,"Very Good","7"" x 5"", 43 pp, yellow paper covers",,0,554
1682,"The Science of Space-Time",1981,,,03/15/2018 0:00:00,$20.00,293,"Tucson",317,"Very Good","9 1/4"" x 6 1/2"", xi, 244 pp, brown cloth with gold blind stamp","Ownership mark of John Stoke on front free endpaper",0,555
1683,"Meteors",1925,1,,03/20/2018 0:00:00,$60.00,319,"Baltimore",320,"Very Good","9 3/4"" x 6 1/2"", xix, 276 pp,blue paper cover with gold stamped titel, author, and a comet.","ex lib from the Newcastle Public Library, library plate on inside from cover with library stamp on the early and late pages, Spine faded.",0,556
1684,"Spectra",,1,,03/20/2018 0:00:00,$10.50,249,"New York",115,"Very Good","7"" x 4 1/2"", vii, 104 pp, red cloth with printed spne","Monographs on Physical Subjects",0,557
1685,"Source Book in Astronomy",1929,1,,03/20/2018 0:00:00,$31.50,249,"New York",33,"Very Good","9 1/4"" x 6 1/4"", xvi, 412 pp, dark red cloth gold stamped spine","part of ""Source Books in the History of Science""",0,558
1686,"Comets",1930,1,,03/20/2018 0:00:00,$35.00,322,"Baltimore",320,"Very Good","8"" x 5 3/4"", x, 245 pp, blue cloth, gold stamped spine, with very good dust jacket",,0,559
1687,"An Introduction to the Study of Spectrum Analysis",1904,1,,03/20/2018 0:00:00,$97.75,218,"London",51,"Very Good","8 1/2"", 6"", ix, 325 pp, green cloth","signature of M. G. Rice on half-title page",0,560
1688,"Descriptive Astronomy",1917,2,,03/20/2018 0:00:00,$14.00,323,"Chicago",324,"Very Good","9 1/2"" x 7"", (12), 259 pp, orange cloth with black stamped front cover and splne",,0,561
1689,"A Source Book in Astronomy and Astrophysics",1979,1,,03/22/2018 0:00:00,$0.01,11,"Cambridge",84,"Very Good","11"" x  9"", xx, 922 pp, light blue cloth with silver blind stamped spine, with dust jacket in good.",,0,562
1690,"A manuel of advanced celestial photography",1988,1,,03/28/2018 0:00:00,$3.00,309,"Cambridge",54,"Very Good","10"" x 7"", xvii, 388 pp, black cloth with gold stamped spine, with dust jacket in good",,0,563
1691,"Perspectives on Astrphysical Cosmology",1995,1,1,05/24/2018 0:00:00,$18.00,293,"Cambridge",54,"Fine","8 3/4"" x 5 3/4"", x, 141pp, black cloth, gold stamped spine, with dust jacket",,0,564
1692,"The Three Galileos: The Man, The Spacecraft, The Telescope",1997,1,,05/24/2018 0:00:00,$17.00,293,"Dordrecht",19,"Fine","9 1/2"" x 6 1/2"", xvii, 459 pp, yellow printed cover","Astrophysics and Space Science Library Nr. 220",0,565
1693,"Organizations and Strategies in Astronomy",2000,1,,05/24/2018 0:00:00,$17.00,293,"Dordrecht",19,"Fine","9 3/4"" x 6 1/2"", x, 221 pp, green printed cover","Astrophysics and Space Science Library Nr. 256",0,566
1694,"Organizations and Strategies in Astronomy, Volume 4",2003,1,,05/24/2018 0:00:00,$17.00,293,"Dordrecht",19,"Fine","9 3/4"" x 6 1/4"", xii, 325 pp, blue printed covers","Astrophysics and Space Science Library Nr.296",0,567
1695,"Chasing New Horizons: Inside the Epic First Mission to Pluto",2018,1,2,06/14/2018 0:00:00,$20.00,202,"New York",82,"Fine","9 1/2"" x 6 1/2"", maroon paper over boards, printed endpaper, gold stamped spine, with dust jacker",,0,568
1696,"Big and Bright; A History of the McDonald Observatory",1986,1,1,06/15/2018 0:00:00,$9.99,192,"Austin",57,"Fine","8 3/4"" x 5 3/4"", blue cloth, gold stamped spine. With dust jacket as issued","no provenance information",0,569
1697,"Cosmic radio Waves",1960,1,1,06/15/2018 0:00:00,$10.00,192,"Cambridge",84,"Fine","9 1/2"" x 6 1/2"",xvi, 444 pp,  red cloth, gold stamped spine. With price clipped dust jacket","Translated from the Russian edition of 1956 by Richard B Rodman and Carlos M. Varsavsky",0,570
1698,"Galaxies",1943,1,2,07/23/2018 0:00:00,$22.23,326,"Philadephia",66,"Very Good","8 3/4"" x 6"", vii, 229 pp, red cloth, gold stamped front cover and spine, w/dust jacket in very good","part of The Harvard Books on Astronomy",0,571
1699,"Telescopes and Accessories",1945,1,1,07/28/2018 0:00:00,$15.00,249,"Philadephia",66,"Very Good","8 3/4"" x 6"", v, 309 pp, red cloth gold stamped front cove and spine, with chipped dust jacket","Harvard Books on Astronomy. The dust jacket is quite different from the other Harvard books I have. But this is the only first edition first printing that I have as well.",0,572
1700,"The Milky Way",1945,2,2,07/28/2018 0:00:00,$42.50,327,"Philadelphia",66,"Very Good","8 3/4"" x 6"", vi, 224 pp, red cloth with gold stamped front cover and spine, with dust jacket in Fine","Harvard Books on Astronomy",0,573
1701,"Centennial Symposia",1948,1,1,08/01/2018 0:00:00,$15.00,327,"Cambridge",130,"Fine","9"" x 6"", viii, 385 pp, dark red cloth with gold stamped sping, with unmarked brown paper dust jacket,",,0,574
1702,"Telescopes",1962,1,2,08/19/2018 0:00:00,$31.69,330,"Chicago",14,"Very Good","9 1/2"" x 7"", xv, 255 pp, missing dust jacket","blind stamp of A. B. Cockrum on front cover and front free endpaper. Volume 1 of Stars and Stellar Systems from the University of Chicago Press",0,575
1703,"Astronomical Physics",1924,1,,08/19/2018 0:00:00,$20.00,331,"New York",115,"Good","8 3/4"" x 6"", x, 213 pp, cover soiled",,0,576
1704,"Introduction to Stellar Statistics",1921,1,,08/19/2018 0:00:00,$24.14,329,"Lund",332,"Very Good","8 3/4""x 7"", 49 pp, paper covers","Dissertation",0,577
1705,"Stellar Atmospheres",1960,1,3,08/15/2018 0:00:00,$3.00,333,"Chicago",14,"Fine","9 3/4"" x 7"", xix, 724 pp, with yellow dust jacket","signature of Roger (A.) Howerton on front free endpaper",0,578
1706,"Galactic Structure",1965,1,3,08/15/2018 0:00:00,$3.00,333,"Chicago",14,"Fine","9 3/4"" x 7"", xx, 606 pp, with yellow dust jacket in fine","signature of Roger A. Howerton on front free endpaper",0,579
1707,"The Jodrell Bank Telescopes",1985,1,,08/15/2018 0:00:00,$1.00,333,"New York",93,"Fine","9 1/2"" x 6 1/2"", xvi, 292 pp, black cloth, with dust jacket in fine",,0,580
1708,"The Spectroscope and its Applications",1873,1,,09/08/2018 0:00:00,$65.00,2,"London",82,"Very Good","7 1/4"" x 5 1/4"", xii, 117 pp, red cloth with  black and gilt stamped cover and spine",,0,581
1709,"An Introduction to Spherical and Practical Astronomy",1891,,,09/08/2018 0:00:00,$18.00,2,"Boston",334,"Very Good","8 1/4"" x 6"", viii, 150, 8 pp, teal cloth blind and gilt stamped","Signature and stamps of John A. Aldrich",0,582
1710,"The Sun",1954,1,2,09/08/2018 0:00:00,$40.00,2,"Chicago",14,"Very Good","9 3/4"" x 7"", xix, 745 pp, blue cloth gilt stemped, w/dust jacket in Very Good","Signature of Richard Weiss on front free end paper.",0,583
1711,"Problems of Comogony and Stellar Dynamics",1919,1,,10/27/2018 0:00:00,$75.00,2,"Cambridge",54,"Very Good","10 1/2"" x 5"", vii, 293, navy cloth gilt stamped","Ownership signature of N. E. Ravenhall",0,584
1712,"The Dynamical Theory of Gases",1954,4,,10/27/2018 0:00:00,$20.00,2,,335,"Very Good","9 1/2"" x 6 1/2"", [iv], 444 pp, turquoise cloth with black printed spine","Rubber stamp of Lewis W. MacNaughton Library, Dallas Texas",0,585
1713,"Mcrocomputers in Astronomy II",1984,1,1,01/12/2019 0:00:00,$1.00,309,"Fairborn OH",336,"Fine","8 1/2"" x 5 1/2"", vi, 174 pp, printed paper covers",,0,586
1714,"Exoplanets",2017,1,1,01/12/2019 0:00:00,$1.00,309,"Washington DC",80,"Fine","9"" x 6"", 218 pp, printed paper covers","signature of Van Robinson on title page",0,587
1715,"Nemises; The Death Star",1988,1,,01/12/2019 0:00:00,$1.00,309,"New York",337,"Very Good","8 3/4"" x 5 3/4"", xiii, 193 pp, black paper boards quarter bound in black silver stamped spine faux leather, dust jacket in very good","book club edition, interesting comments on how science is done",0,588
1716,"The Story of the Heavens",1913,1,,01/28/2019 0:00:00,$15.00,2,"London",314,"Very Good","9 1/4"" x 6 1/2"", xii, 568 pp, blue cloth with schematic diagram of solar system","Ownership mark of esper M Fritz (?), July 11, 1914",0,589
1717,"The Telescope",1922,1,6,01/28/2019 0:00:00,$15.00,2,"New York",33,"Very Good","9 1/4"" x 6 1/2"", ix, 287 pp, dark blue cloth, gold stamped spine","ownership mark of Richard M. Jefts|Aug. 21, 1950 on front free endpaper",0,590
1718,"Space-Time Structure",1950,1,2,03/11/2019 0:00:00,$11.50,293,"Cambridge",54,"Very Good","8 3/4"" x 5 3/4"",viii, 119 pp, black cloth, gold stamped spine faded,","Signature of Nicolas A. Wheeler on front free end paper",0,591
1719,"The Diffuse Interstellar Bands",1995,1,1,03/11/2019 0:00:00,$69.84,293,"Dordrecht",19,"Very Good","9 3/4"" x 6 1/2"", x, 413 pp, printed glowwy boards","ownership mark of Burton | Oct 16, 1995",0,592
1720,"Organizations and Strategies in Astronomy 5",2004,1,1,03/11/2019 0:00:00,$44.85,293,"Dordrecht",19,"Fine","9 3/4"" x 6 1/2"", x, 309 pp, glossy pictorial boards","with CD-ROM included",0,593
1721,"Stellar Pulsations: Nonlinear Studies",2001,1,1,03/11/2019 0:00:00,$24.66,293,"Dordrecht",19,"Fine","9 3/4"" x 6 1/2"", xxii, 219 pp, glossy pictorial boards","ownership W. H. Burton | March, 2001 | Matheus, VA",0,594
1722,"Light Pollution: The Global View",2003,1,1,03/11/2019 0:00:00,$26.04,293,"Dordrecht",19,"Fine","9 3/4"" x 6 1/2"", xviii, 303 pp, glossy pictorial boards",,0,595
1723,"Edmond Halley; Charting the Heavens and the Seas",1998,1,,05/28/2019 0:00:00,$22.00,2,"Oxford",47,"Very Good","9 1/4"" x 6 1/2"", xvi, 540 pp, blue cloth with white stamped spine, w/pictorial dust jacket vg",,0,596
1724,"Unusual Telescopes",1991,1,1,05/28/2019 0:00:00,$22.00,2,"Cambridge",54,"Very Good","9 1/4"" x 6 1/4"", xvii, 221 pp, red cloth w/gold stamped spine, w/pictorial dust jacket","signature of 'J. Westfall"" on inside front paste down",0,597
1725,"Mapping the Moon",1974,1,1,06/11/2019 0:00:00,$85.00,2,"Dordrecht",32,"Very Good","9 1/2"" x 6 3/4"", viii, 237 pp, grey cloth","Ownership marks on inside front cover ""Billy Nabers | 2211 Elton Avenue|  Bakersfield, California |  zip code, 93306 | Phone Number: 1-805-871-7625."" Some book sellers marks and erasures on front free endpaper. Volume 50 of Astrophysics and Space Science Library",0,598
1726,"Comets, Popular Culture, and the Birth of Modern Cosmology",1997,1,1,06/11/2019 0:00:00,$25.00,2,"Princeton",34,"Fine","9 1/2"" x 6 1/2"", xvi, 365 pp, blue cloth w/gold stamped spine, with printed dust jacket",,0,599
1727,"Percivall Lowell; The Culture and Science of a Boston Brahmin",2001,1,1,06/11/2019 0:00:00,$48.00,2,"Cambridge",84,"Fine","9 1/2"" x 6 1/2"", xi, 333 pp, dark grey cloth with silver stamped spine, with pictorial dust jacker",,0,600
1728,"The Theory of Relativity",1914,1,,07/03/2019 0:00:00,$80.00,2,"London",82,"Very Good","9"" x 6"", viii, 295 pp, red cloth, gold stamped spine, spine shows wear","bookplate of Mout Wilson Observatory",0,601
1729,"Some Famous Stars",1950,1,1,07/03/2019 0:00:00,$10.00,2,"London",51,"Very Good","8 3/4"" x 5 3/4"", navy blue cloth, gold stamped spine, spine shows handling wear","with inset book review",0,602
1730,"The Birth of Modern Astronomy",2018,1,,07/16/2019 0:00:00,$103.85,128,,287,"Fine","9 1/2"" x 6 1/2"", xlii, 565 pp, pictorial cardboard covers","part of Historical and Cultural Astronomy series from Springer",0,603
1731,"An Introductory Treatise on Dynamical Astronomy",1960,,,08/15/2019 0:00:00,$40.00,2,"New York",335,"Very Good","8 1/2"" X 5 5/8"", XIX, 343 pp, with printed paper wrappers","a replication of the 1918 edition",0,604
1732,"Europa",2009,1,1,09/05/2019 0:00:00,$95.00,128,"Tucson",76,"Fine","11 1/4"" x 8 3/4"", xx, 727 pp, color printed paper boards,","University of Arizon Space Science Series",0,605
1733,"Enceladus and the Icy Moons of Saturn",2018,1,1,09/05/2019 0:00:00,$70.00,128,"Tucons",76,"Fine","11 1/4"" x 8 3/4"", xvii,475 pp, color printed paper boards","University of Arizona Space Science Series",0,606
1734,"The Spectroscope",1888,1,,09/19/2019 0:00:00,$50.00,2,"London",338,"Very Good","6 1/2"" x 4 1/4"",  130 pp, red cloth with black stamped spine, front and back cover.","a volume in Manuels of Elementary Science",0,607
1735,"On Spectrum Analysis",1870,2,,09/19/2019 0:00:00,$75.00,2,"London",82,"Very Good","9"" x 6 1/2"", xvi, 404 pp, red cloth with paste on of spectrum on front cover",,0,608
1736,"Mysterious Universe: A Handbook of Astronomical Anomalies",1979,1,1,09/28/2019 0:00:00,$12.00,340,"Glen Arm MD",341,"Very Good","9"" x 6 1/4"", 710 pp, dark blue cloth with silver stamped spine.  w/dj good. Top spine of dust jacket has been repaired. Some small holes in jacter.","Ownership signature of J. B. Burns. Price sticker from Half Price Books.",0,609
1737,"Ancient Astronomy and Celestial Divination",1999,1,,09/28/2019 0:00:00,$20.00,340,"Cambridge MA",118,"Fine","9 1/4"" x 6 1/4"", x, 378 pp, printed paper over boards, no dust jacket as issued",,0,610
1738,"Solar Polarimetry; Proceedings of the Eleventh National Solar Observatory /Sacramento Peak Summer Workshop",1991,1,,09/28/2019 0:00:00,$10.00,340,"Sunspot NM",85,"Very Good","10 7/8"" x 8 1/2"", xii. 501 pp, printed paper covers",,0,611
1739,"Light, Visible and Invisible",1897,1,,12/27/2019 0:00:00,$20.00,2,"London",82,"Very Good","7 5/8"" x 5 1/2"", xii, 294 pp, blue cloth  gilt stamped cloth","erased blind stamp on title page.",0,612
1740,"Latin Treatises on Comets Between 1238 & 1368 A.D.",1950,1,,12/27/2019 0:00:00,$35.00,2,"Chicago",14,"Fine","9 1/4"" x 6 1/4"", ix, 274 pp, maroon cloth glit stamped with printed dust wrapper",,0,613
1741,"Lehrbuch der Kosmischen Physik",1911,1,,12/27/2019 0:00:00,$35.00,2,"Leipzig-Berlin",342,"Very Good","9 1/4"" x 6 1/2"", x, 662 pp, marbled boards","ex lib the University of Geneva",0,614
1742,"The Sun",1914,1,,02/05/2020 0:00:00,$15.00,343,"Cambridge",54,"Very Good","6 5/8"" x 5"", viii, 141 pp, red cloth with black stamp design, spine dirty","On front and back paste-down is stamped ""Property of |William and Flora Rochardson|Library"" in red ink",0,615
1743,"The Great Star Map",1912,1,,02/10/2020 0:00:00,$44.63,344,"London",54,"Very Good","7 1/2"" x 5 1/4"", vii, 159 pp, blue cloth with gold stamped cover and spine",,0,616
1744,"The Life and Works of J. C. Kapteyn",1993,1,1,04/13/2020 0:00:00,$65.00,2,"Dordrecht",19,"Fine","9 1/2"" x 6 1/2"",xix, 92 pp, glossy printed cover","a reprint of an article in Space Science Review Vol. 64, Nr 1-2, 1993, Book plate of the Burndy Library",0,617
1745,"Lacaille: Astronomer, Traveler",1992,1,,02/18/2020 0:00:00,$75.00,2,,317,"Very Good","9"" x 6"", 320 pp, printed paper covers","Signed dedication on title page ""For Michael Crowe |with best|wishes and|many thanks|DSE""",0,618
1746,"The Eddington Enigma",1998,1,,02/18/2020 0:00:00,$45.00,2,,345,"Very Good","8 1/2"" x 5 1/2"", 199 pp, color printed paper wraps","Dedication on the half title page ""Michael Crowe:|With many thanks for your|very generaous appreciation of my|efforts|David Evans""",0,619
1747,"The Study of Stellar Evolution",1908,1,,06/09/2020 0:00:00,$51.50,347,"Chicago",14,"Very Good","p"" x 6 1/4"",x1, 252 pp,104 plates, red cloth","Library stamp of Stoneyhurst on title page. The Decennial Publications of the University of Chicago, second series, volume X",0,620
1748,"An Astronomer'e Life",1933,1,,06/09/2020 0:00:00,$45.50,346,"Boston",62,"Very Good","8 1/2"" x 5 3/4"", xi, 300 pp, yellow cloth, w/dust jacket very good, some foxing, dust jacket has water stain to spine and it lightly chipped.",,0,621
1749,"Cosmology's Century; An inside history of our modern understanding of the universe",2020,1,1,07/25/2020 0:00:00,$35.00,233,"Princeton NJ",34,"Fine","9 1/2"" x 6 1/2"", xvii, 403 pp, w/dj in fine as issued",,0,622
1750,"Protostars and Planets",1978,1,,08/14/2020 0:00:00,$18.94,348,"Tucson",76,"Very Good","9 1/4"" x 6 1/2"", viii, 756 pp, printed cover",,0,623
1751,"Jupiter; Studies of the interior, atmosphere, magnetosphere and satellites",1976,1,,08/17/2020 0:00:00,$34.93,349,"Tucson",76,"Good","9 1/4"" x 6 1/4"", x, 1254 pp, printed covers as issued","ex lib University of Winnepeg",0,624
1752,"Asteroids",1979,1,,08/18/2020 0:00:00,$45.71,349,"Tucson",76,"Very Good","9 1/4"" x 6 1/4"", xi, 1181 pp, printed boards","ex lib from Riverside City College Library",0,625
